label,tp,type,hypermut
CAP257_4260_191WPI_ENV_C2C3_NGS_096_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_098_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_099_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_100_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_102_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_104_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_105_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_106_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_107_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_109_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_110_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_112_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_113_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_114_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_115_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_116_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_117_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_118_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_119_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_120_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_121_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_122_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_123_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_124_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_125_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_127_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_128_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_129_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_130_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_131_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_132_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_133_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_134_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_135_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_136_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_137_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_138_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_139_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_140_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_142_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_143_0_004_2,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_145_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_146_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_147_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_148_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_149_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_152_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_153_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_154_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_155_0_004_1,191WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_058_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_078_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_082_0_004_2,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_088_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_090_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_000_0_121_4,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_001_0_092_2,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_002_0_087_4,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_004_0_042_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_005_0_042_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_006_0_029_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_007_0_025_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_008_0_013_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_009_0_013_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_010_0_013_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_012_0_013_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_013_0_008_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_014_0_008_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_015_0_008_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_016_0_008_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_017_0_008_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_019_0_008_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_020_0_008_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_021_0_008_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_023_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_024_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_025_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_026_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_028_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_029_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_030_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_032_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_033_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_034_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_035_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_036_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_037_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_038_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_040_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_041_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_042_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_043_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_044_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_045_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_046_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_048_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_049_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_050_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_051_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_052_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_053_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_054_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_055_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_056_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_060_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_061_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_062_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_063_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_064_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_065_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_066_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_067_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_068_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_069_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_071_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_072_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_073_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_074_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_075_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_076_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_077_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_079_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_080_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_081_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_083_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_084_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_085_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_086_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_089_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_091_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_092_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_093_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_094_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_095_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_096_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_097_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_098_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_099_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_100_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_101_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_102_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_103_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_105_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_106_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_107_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_108_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_109_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_110_0_004_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_111_0_004_1,213WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_016_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_020_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_001_0_075_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_002_0_062_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_003_0_037_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_004_0_037_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_005_0_037_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_006_0_025_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_008_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_009_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_010_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_011_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_012_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_013_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_014_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_015_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_017_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_018_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_019_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_021_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_022_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_023_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_024_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_025_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_026_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_027_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_028_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_031_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_032_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_033_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_034_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_035_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_036_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_037_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_038_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_039_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_040_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_042_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_044_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_045_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_046_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_047_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_048_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_049_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_050_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_051_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_052_0_013_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_053_0_013_1,240WPI,NGS,N
257__W39_P2_NefTrim_c2v3_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_B_W7_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W12_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W13_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W14_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W15_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W16_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W18_P1_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W18_P3_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W19_P2_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W1_W35_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W2_P1_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W2_P2_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W20_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W21_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W24_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W25_B_W15_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W29_P2_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W29_P3_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W33_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W34_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W36_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W38_P2_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W39_P2_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W4_P2_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W5_P2_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W6_W11_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W7_QVOA,QVOA,QVOA,N
PIDCAP257_A12_9_30_A_PH_W3prime_post_ART_DNA_BAR89_Seq1_Phase0_NumReads499_c2v3_QVOA,DNA,DNA,N
PIDCAP257_B9_9_30_B_PH_W3prime_post_ART_DNA_BAR66_Seq1_Phase0_NumReads498_c2v3_QVOA,DNA,DNA,N
PIDCAP257_D2_10_1_B_PH_W3prime_post_ART_DNA_BAR12_Seq1_Phase0_NumReads494_c2v3_QVOA,DNA,DNA,N
PIDCAP257_F4_10_1_B_PH_W3prime_post_ART_DNA_BAR30_Seq1_Phase0_NumReads494_c2v3_QVOA,DNA,DNA,N
PIDCAP257_PHA3_3half_W7_26_post_ART_DNA_BAR41_Seq1_Phase0_NumReads496_c2v3_QVOA,DNA,DNA,N
PIDCAP257_PHB3_3half_W7_30_post_ART_DNA_BAR56_Seq1_Phase0_NumReads495_c2v3_QVOA,DNA,DNA,N
Hypermut_PIDCAP257_A1_9_30_B_PH_W3prime_post_ART_DNA_BAR1_Seq1_Phase1_NumReads294_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_A3_10_1_A_PH_W3prime_post_ART_DNA_BAR14_Seq1_Phase0_NumReads497_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_B6_9_30_B_PH_W3prime_post_ART_DNA_BAR42_Seq1_Phase0_NumReads500_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_B7_10_1_B_PH_W3prime_post_ART_DNA_BAR50_Seq1_Phase0_NumReads495_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_C2_10_1_B_PH_W3prime_post_ART_DNA_BAR11_Seq1_Phase0_NumReads499_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_C3_10_7_B_PH_W3prime_post_ART_DNA_BAR19_Seq1_Phase0_NumReads496_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_C5_10_7_A_PH_W3prime_post_ART_DNA_BAR35_Seq1_Phase0_NumReads497_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_D4_10_7_A_PH_W3prime_post_ART_DNA_BAR28_Seq1_Phase0_NumReads496_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_E10_10_1_B_PH_W3prime_post_ART_DNA_BAR77_Seq1_Phase1_NumReads273_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_E12_10_1_B_PH_W3prime_post_ART_DNA_BAR44_Seq1_Phase0_NumReads499_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_F4_10_7_A_PH_W3prime_post_ART_DNA_BAR16_Seq1_Phase0_NumReads498_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_F7_9_30_A_PH_W3prime_post_ART_DNA_BAR54_Seq1_Phase0_NumReads499_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_G1_9_30_B_PH_W3prime_post_ART_DNA_BAR7_Seq1_Phase0_NumReads497_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_PHB3_3half_W7_26_post_ART_DNA_BAR46_Seq1_Phase0_NumReads500_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_PHC10_3half_W7_30_post_ART_DNA_BAR13_Seq1_Phase0_NumReads498_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_PHC2_3half_W7_26_post_ART_DNA_BAR40_Seq1_Phase0_NumReads496_Cloneof2_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_PHD9_3half_W7_30_post_ART_DNA_BAR7_Seq1_Phase0_NumReads493_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_PHF4_3half_W7_23_post_ART_DNA_BAR10_Seq1_Phase0_NumReads495_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_PHG3_3half_W7_30_post_ART_DNA_BAR62_Seq1_Phase0_NumReads493_c2v3_QVOA,DNA,DNA,Y
Hypermut_PIDCAP257_PHH4_3half_W7_26_post_ART_DNA_BAR52_Seq1_Phase0_NumReads493_c2v3_QVOA,DNA,DNA,Y
CAP257_3100_030WPI_ENV_C2C3_NGS_005_0_015_1,030WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_024_0_006_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_084_0_003_1,054WPI,NGS,N
CAP257_3160_054WPI_ENV_C2C3_NGS_002_0_052_3,054WPI,NGS,N
CAP257_4180_080WPI_ENV_C2C3_NGS_001_0_037_2,080WPI,NGS,N
CAP257_ENV_C2C3_W28_QVOA,QVOA,QVOA,N
CAP257_4260_191WPI_ENV_C2C3_NGS_038_0_004_1,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_001_0_08_2,191WPI,NGS,N
CAP257_4260_191WPI_ENV_C2C3_NGS_027_0_004_1,191WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_018_0_008_1,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_003_0_046_3,213WPI,NGS,N
CAP257_4280_213WPI_ENV_C2C3_NGS_027_0_004_1,213WPI,NGS,N
CAP257_ENV_C2C3_W30_QVOA,QVOA,QVOA,N
CAP257_4300_240WPI_ENV_C2C3_NGS_030_0_013_1,240WPI,NGS,N
CAP257_ENV_C2C3_W19_P1_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W38_P1_QVOA,QVOA,QVOA,N
CAP257_4300_240WPI_ENV_C2C3_NGS_000_0_125_1,240WPI,NGS,N
CAP257_ENV_C2C3_W23_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W29_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W37_QVOA,QVOA,QVOA,N
CAP257_4300_240WPI_ENV_C2C3_NGS_007_0_025_1,240WPI,NGS,N
CAP257_4300_240WPI_ENV_C2C3_NGS_043_0_013_1,240WPI,NGS,N
CAP257_ENV_C2C3_W10_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W5_P1_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W9_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W4_P1_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_B_W14_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W2_P3_B_W10_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W26_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W39_QVOA,QVOA,QVOA,N
PIDCAP257_PHH1_3half_W7_30_post_ART_DNA_BAR55_Seq1_Phase0_NumReads500_c2v3_QVOA,DNA,DNA,N
CAP257_ENV_C2C3_W31_QVOA,QVOA,QVOA,N
CAP257_ENV_C2C3_W4_P3_QVOA,QVOA,QVOA,N
